"","pos_beh","airtemp","eps","therm_t"
"1","pos_beh1","82.171073416248","-1.4610409387873","35.8711301346289"
"2","pos_beh1","88.9895563386381","1.67811750301446","39.0171070593531"
"3","pos_beh1","109.741030875593","-1.04208257648741","36.3176584543882"
"4","pos_beh1","90.8261544816196","2.45949476213429","39.8003209166159"
"5","pos_beh1","103.729241294786","2.39272371701291","39.7464529583077"
"6","pos_beh1","98.9325819443911","-2.09803322847766","35.2508993534667"
"7","pos_beh1","94.6067222487181","0.366318164141519","37.7109248863902"
"8","pos_beh1","99.5668528508395","-0.589059740804997","36.7605071120458"
"9","pos_beh1","86.6895994078368","1.05294425172959","38.3896338511374"
"10","pos_beh1","84.9049995746464","1.56966045869406","38.9045654582687"
"11","pos_beh1","108.736882172525","-0.120684044602049","37.2380528375705"
"12","pos_beh1","94.2963245976716","-0.598260078374826","36.7460362462228"
"13","pos_beh1","88.9471359457821","1.2995263100929","38.6384734460387"
"14","pos_beh1","104.325592331588","-0.104015271058162","37.2503103212734"
"15","pos_beh1","87.4140701536089","-1.60091983875238","35.7364942314012"
"16","pos_beh1","73.2907839119434","-1.87336445541724","35.4499263284947"
"17","pos_beh1","86.8317908607423","0.358346817453859","37.6951786083146"
"18","pos_beh1","76.9965064711869","-1.82488606008837","35.5021104463828"
"19","pos_beh1","94.7250256408006","2.40432365522363","39.7490486808644"
"20","pos_beh1","84.8622230906039","-0.669746028379834","36.6651161947108"
"21","pos_beh1","78.8984501175582","0.617992502353022","37.9468909524706"
"22","pos_beh1","84.4141138531268","2.65923946665756","39.9936535805107"
"23","pos_beh1","91.3064598757774","1.34624696561567","38.6875534254914"
"24","pos_beh1","101.858781231567","1.25257300224415","38.6044317834757"
"25","pos_beh1","100.850708512589","0.233459355465393","37.584310063978"
"26","pos_beh1","106.904470976442","0.224218003511154","37.5811224744876"
"27","pos_beh1","88.6607755254954","-0.918229476389842","36.4204312991357"
"28","pos_beh1","109.85653120093","-0.922962820236168","36.4368937109648"
"29","pos_beh1","78.5567857138813","1.01372681081086","38.3422835965247"
"30","pos_beh1","78.5905023384839","-1.06256352995799","36.2660269723805"
"31","pos_beh1","77.1289690211415","1.78263296975837","39.1097619387795"
"32","pos_beh1","80.3319398779422","-0.331866311276451","36.9984656286015"
"33","pos_beh1","102.221432533115","-1.12551901730133","36.2267024152318"
"34","pos_beh1","76.5934514906257","1.03102078855092","38.3576142400415"
"35","pos_beh1","109.096330367029","1.04011167298566","38.3992080033527"
"36","pos_beh1","71.4289908669889","1.89187471635512","39.2133037072221"
"37","pos_beh1","103.020208859816","2.11541733903814","39.468437547898"
"38","pos_beh1","71.645835172385","0.0769170354721453","37.3985628706445"
